6EKNqBigQsl0p5eJXd3k,automatic,10,10,0,1,0.15556398
A9HXkQ2av8JiKZUyEI6B,automatic,5,1,0,1,0.22730161,0.22689557,0.7285115303983228
Cssx9YV7tUV9k3d5xx2H,automatic,1,1,0,1,0.20664132,0.20634466,0.7028301886792453
ZTXbkefkRSsgeF0CQcxD,automatic,1,1,0,1,0.2069388,0.20686147,0.7447589098532494
uReHWd1RN7LVrmOlCwv1,automatic,1,1,0,1,0.2607898,0.26067144,0.7751572327044025
DjcCuZ8kVf1GBU3EIbOp,automatic,1,1,0,1,0.25385168,0.25314564,0.7824947589098532
xC4o7GWsNZywN0Fkc41d,automatic,1,1,0,1,0.26643458,0.26632956,0.7961215932914046
ABsnmrsZq8h83ECz8C5g,automatic,1,1,0,1,0.24808082,0.2480919,0.7851153039832285
54kgo1pzgWq7cVZ3zrPr,automatic,1,1,0,1,0.21255836,0.21192192,0.759958071278826
rqQ33pgWTR6bFpgI4H2e,automatic,1,1,0,1,0.23124191,0.23120794,0.790356394129979
rPrcWluBeikU59HOv9PB,automatic,1,1,0,1,0.2508486,0.25087008,0.7683438155136268
4BJH0b6Ijc7tqLY2hjgp,automatic,1,10,0,1,0.23491243,0.23490351,0.7562893081761006
mqTufa4OzemqyogR1KBX,automatic,1,10,0,1,0.22217916,0.2221787,0.710691823899371
dmPWQhVyeXhSoxhmGpOq,automatic,1,10,0,1,0.23001967,0.22999808,0.7416142557651991
VxU8SmJJYQpDHDx7MMgg,automatic,1,10,0,1,0.2523435,0.25230417,0.7379454926624738
Pssq5Z8sBMsEKLz1H6fc,automatic,1,10,0,1,0.22734897,0.2274169,0.7746331236897275
EJvNhSvFaRLp3nNMOfnF,automatic,1,10,0,1,0.14800918,0.1480093,0.689203354297694
KAVCQPuK8F0VL1wHoH3J,automatic,1,10,0,1,0.21474272,0.21472447,0.7311320754716981
GoL3e59j9mTTTA9QmVKV,automatic,1,10,0,1,0.2091238,0.20913184,0.689727463312369
EVLczikKlGvxu6ydzeRW,automatic,1,10,0,1,0.1623748,0.1623748,0.6666666666666666
EWJbB9YSajGUl1PS5YO9,automatic,5,1,0,1,0.20315571,0.2030489,0.7489517819706499
ajl32yFCqj7bS1sdLI02,automatic,5,1,0,1,0.25042143,0.25042394,0.7646750524109015
yEtIVWJUExhMN1WKOOV5,automatic,5,1,0,1,0.23382904,0.23384695,0.7672955974842768
8s1WdnCC9h35rebqg3fg,automatic,5,1,0,1,0.23570544,0.23525532,0.7389937106918238
