rBd3hVCdNwoJnhdEENUU,automatic,5,1,20,10,0,1,0.055029284,0.0550061,0.8360655737704918,tensor(24151.7188),-146.44957028474224
YzEdHKRUALua0GKQfmkn,automatic,5,1,20,10,0,1,0.13918655,0.14100297,0.8508196721311475,tensor(23640.1504),-142.54039585871496
E0sqBXvEme7TMELcP35z,automatic,5,1,20,10,0,1,0.06644986,0.06661064,0.8336065573770491,tensor(23300.9453),-109.15244492984353
g8nknfYdAzDNGd5Q55xq,automatic,5,1,20,10,0,1,0.07592916,0.07686159,0.8008196721311476,tensor(23207.3809),-129.43741138665092
bzpA08r1a7m9zDPN0wbd,automatic,5,1,20,10,0,1,0.09130391,0.09187738,0.8344262295081967,tensor(23849.5137),-129.12147006608737
FFHiL0ydzzPIMBhULacb,automatic,5,1,20,10,0,1,0.099775575,0.10121186,0.8147540983606557,tensor(23489.4023),-101.300779438918
qd2s0AaoTxt2fbgQuDfb,automatic,5,1,20,10,0,1,0.09632547,0.096129484,0.7983606557377049,tensor(24400.3457),-198.09843122531774
xzKkdoRZa3hWY2G1RMqU,automatic,5,1,20,10,0,1,0.081240535,0.08284674,0.8245901639344262,tensor(23948.3691),-104.12930019388209
F1zKCAwZaQVGoLgb9he2,automatic,5,1,20,10,0,1,0.0645064,0.065560654,0.809016393442623,tensor(23452.9062),-147.77806380123116
VrduzfTZzjjpLrQcHGxP,automatic,5,1,20,10,0,1,0.12871766,0.13053393,0.8262295081967214,tensor(23282.6543),-120.56707698098893
qCJJDWfomRsEt9tWJ0yZ,automatic,5,1,20,10,0,1,0.09221327,0.09373744,0.8229508196721311,tensor(24194.4746),-121.47367884916228
JyyTbqwLr6GqGFQUZOCE,automatic,5,1,20,10,0,1,0.079403155,0.08005938,0.7967213114754098,tensor(23783.9258),-97.23509673905505
b9w8yEwgrzpUGkj6yPx7,automatic,5,1,20,10,0,1,0.09782807,0.09937552,0.828688524590164,tensor(23175.7461),-113.81839358837503
FIxO2w8mKeNCLzyLOmjI,automatic,5,1,20,10,0,1,0.09482539,0.096250765,0.8245901639344262,tensor(22895.6426),-127.66716641427848
BnZHzJsOjGInKyARLmwo,automatic,5,1,20,10,0,1,0.079867095,0.07992429,0.809016393442623,tensor(24127.1016),-135.43039466190672
9ES2M1t2DuSV5Hph3nnc,automatic,5,1,20,10,0,1,0.0661813,0.06782098,0.809016393442623,tensor(23809.4941),-140.06769909131634
P7Zz0bWRI3hiMyTp7EIV,automatic,5,1,20,10,0,1,0.1448826,0.14709902,0.8352459016393443,tensor(23094.7832),-132.97442238443847
x0xw6SC4T2NajDJMrUzJ,automatic,5,1,20,10,0,1,0.066632405,0.066786416,0.7877049180327869,tensor(23356.9199),-174.90310567784678
iY7pb2tkqK9AqsCXCQL1,automatic,5,1,20,10,0,1,0.049021445,0.04992058,0.8139344262295082,tensor(23317.5273),-125.518083890131
X11NDWOwO0OagEHDCsp2,automatic,5,1,20,10,0,1,0.11825506,0.12009359,0.840983606557377,tensor(22755.8301),-141.83138817725995
ctuAb3dLHPhpSOHPpbbH,automatic,5,1,20,10,0,1,0.116436005,0.11762413,0.8032786885245902,tensor(24692.7598),-152.02794153920286
1kIUcZjo9boNgak3mTVl,automatic,5,1,20,10,0,1,0.07211303,0.07275817,0.8262295081967214,tensor(23031.7715),-113.18487059225993
iDwwltPyMHxQsQ3Gtfd5,automatic,5,1,20,10,0,1,0.085065715,0.0866727,0.8270491803278689,tensor(23082.0039),-138.6217358826457
Uzx6Oau3pWubLpqS7WDG,automatic,5,1,20,10,0,1,0.10641602,0.10793719,0.8245901639344262,tensor(23852.6855),-123.78563653297192
7zHNGRzFSvSJZI1brCmB,automatic,5,1,20,10,0,1,0.08744192,0.08959316,0.8,tensor(25918.3809),-164.94726991567813
sU4A0WWQgO3UsakEPgp7,automatic,5,1,20,10,0,1,0.123264246,0.12445139,0.7950819672131147,tensor(24092.5801),-137.35178261505064
uvuQmStbzqoDG93K60nu,automatic,5,1,20,10,0,1,0.07809965,0.07785542,0.7934426229508197,tensor(22860.4004),-144.04370065834817
0s006FUHtWYX6IWuVvnj,automatic,5,1,20,10,0,1,0.07361842,0.07506474,0.7885245901639344,tensor(23079.1484),-123.72013645501545
4jprOLbe19Dq6FmWA0fM,automatic,5,1,20,10,0,1,0.051710095,0.05419759,0.8270491803278689,tensor(23355.0137),-128.6741839038318
1rf70rHYDIvDn4n8hMZw,automatic,5,1,20,10,0,1,0.078805365,0.07965026,0.8237704918032787,tensor(23312.2754),-141.9915646902859
8ByOwhAe6No5C6qUYjuV,automatic,5,1,20,10,0,1,0.14572705,0.14718474,0.8327868852459016,tensor(22857.9746),-173.7301618473171
tiWFBCzMBEpUJYd4YhaP,automatic,5,1,20,10,0,1,0.1027648,0.10351011,0.8139344262295082,tensor(23791.0059),-124.15545443423879
dTBjTOKMZKlweQFyZLe1,automatic,5,1,20,10,0,1,0.049930677,0.05158912,0.7926229508196722,tensor(23820.8867),-144.45328166627505
qECgVcnAdrOiiNvKhztP,automatic,5,1,20,10,0,1,0.10611275,0.10820143,0.819672131147541,tensor(24511.7266),-128.686328794
1NiCocoAjyPRydd4JzHy,automatic,5,1,20,10,0,1,0.06578701,0.068154514,0.8040983606557377,tensor(23795.8262),-120.75864026120257
mayS3nrzALbXQDvHQ3QX,automatic,5,1,20,10,0,1,0.12740488,0.12848727,0.8237704918032787,tensor(24035.1719),-127.64878273347833
fzjZm5rPJpelINB29BoM,automatic,5,1,20,10,0,1,0.10854553,0.10969129,0.8204918032786885,tensor(23010.4531),-151.88778449490107
kpfIOi8ICdv38r6iuR0n,automatic,5,1,20,10,0,1,0.088932924,0.09282274,0.8049180327868852,tensor(23563.1875),-144.46435554907882
CUEJA4d3P3B0WJT1BaL9,automatic,5,1,20,10,0,1,0.11225647,0.11265389,0.8163934426229508,tensor(23226.7441),-177.26293236918468
bRfw0JiHFpbACR0JEcBk,automatic,5,1,20,10,0,1,0.07674373,0.078298286,0.7516393442622951,tensor(22868.7070),-198.28608112364847
ERSUFfiQrZN1fQ1grMTd,automatic,5,1,20,10,0,1,0.09675605,0.09691721,0.8336065573770491,tensor(23285.0293),-118.89789766224258
GaW585K62yw3Ror9QH33,automatic,5,1,20,10,0,1,0.07123052,0.07250925,0.8262295081967214,tensor(23115.4355),-137.89480358694703
eDF9VfuDFkNWr7CxnCC6,automatic,5,1,20,10,0,1,0.0903225,0.09215402,0.828688524590164,tensor(23884.4395),-170.0145659251706
